"bin","f  "
1018,1.34382E-03
1019,1.35188E-03
1020,1.36021E-03
1021,1.36859E-03
1022,1.37667E-03
1023,1.38610E-03
1024,1.39438E-03
1025,1.40265E-03
1026,1.41197E-03
1027,1.42061E-03
1028,1.42956E-03
1029,1.43795E-03
1030,1.44682E-03
1031,1.45605E-03
1032,1.46542E-03
1033,1.47470E-03
1034,1.48402E-03
1035,1.49293E-03
1036,1.50252E-03
1037,1.51194E-03
1038,1.52148E-03
1039,1.53060E-03
1040,1.54011E-03
1041,1.54905E-03
1042,1.55947E-03
1043,1.56980E-03
1044,1.57914E-03
1045,1.58863E-03
1046,1.59823E-03
1047,1.60841E-03
1048,1.61832E-03
1049,1.62811E-03
1050,1.63878E-03
1051,1.64956E-03
1052,1.65917E-03
1053,1.66955E-03
1054,1.67988E-03
1055,1.69023E-03
1056,1.70093E-03
1057,1.71205E-03
1058,1.72258E-03
1059,1.73272E-03
1060,1.74461E-03
1061,1.75499E-03
1062,1.76620E-03
1063,1.77662E-03
1064,1.78819E-03
1065,1.79898E-03
1066,1.81019E-03
1067,1.82159E-03
1068,1.83301E-03
1069,1.84527E-03
1070,1.85652E-03
1071,1.86743E-03
1072,1.87907E-03
1073,1.89028E-03
1074,1.90239E-03
1075,1.91458E-03
1076,1.92648E-03
1077,1.93851E-03
1078,1.95058E-03
1079,1.96218E-03
1080,1.97515E-03
1081,1.98694E-03
1082,1.99944E-03
1083,2.01193E-03
1084,2.02463E-03
1085,2.03734E-03
1086,2.04991E-03
1087,2.06360E-03
1088,2.07531E-03
1089,2.08784E-03
1090,2.10130E-03
1091,2.11524E-03
1092,2.12829E-03
1093,2.14132E-03
1094,2.15464E-03
1095,2.16804E-03
1096,2.18135E-03
1097,2.19527E-03
1098,2.20846E-03
1099,2.22327E-03
1100,2.23638E-03
1101,2.25084E-03
1102,2.26420E-03
1103,2.27861E-03
1104,2.29241E-03
1105,2.30653E-03
1106,2.32055E-03
1107,2.33568E-03
1108,2.34995E-03
1109,2.36480E-03
1110,2.38049E-03
1111,2.39452E-03
1112,2.40929E-03
1113,2.42420E-03
1114,2.43982E-03
1115,2.45466E-03
1116,2.47015E-03
1117,2.48581E-03
1118,2.50057E-03
1119,2.51626E-03
1120,2.53221E-03
1121,2.54791E-03
1122,2.56306E-03
1123,2.57896E-03
1124,2.59498E-03
1125,2.61228E-03
1126,2.62812E-03
1127,2.64506E-03
1128,2.66164E-03
1129,2.67821E-03
1130,2.69444E-03
1131,2.71106E-03
1132,2.72830E-03
1133,2.74480E-03
1134,2.76216E-03
1135,2.77948E-03
1136,2.79713E-03
1137,2.81487E-03
1138,2.83262E-03
1139,2.84961E-03
1140,2.86747E-03
1141,2.88567E-03
1142,2.90323E-03
1143,2.92191E-03
1144,2.93861E-03
1145,2.95765E-03
1146,2.97675E-03
1147,2.99502E-03
1148,3.01327E-03
1149,3.03216E-03
1150,3.05133E-03
1151,3.06968E-03
1152,3.08875E-03
1153,3.10846E-03
1154,3.12786E-03
1155,3.14707E-03
1156,3.16650E-03
1157,3.18664E-03
1158,3.20655E-03
1159,3.22670E-03
1160,3.24617E-03
1161,3.26732E-03
1162,3.28729E-03
1163,3.30812E-03
1164,3.32859E-03
1165,3.34843E-03
1166,3.36981E-03
1167,3.39149E-03
1168,3.41136E-03
1169,3.43325E-03
1170,3.45432E-03
1171,3.47662E-03
1172,3.49899E-03
1173,3.51943E-03
1174,3.54134E-03
1175,3.56349E-03
1176,3.58632E-03
1177,3.60814E-03
1178,3.63080E-03
1179,3.65314E-03
1180,3.67601E-03
1181,3.69820E-03
1182,3.72362E-03
1183,3.74590E-03
1184,3.76824E-03
1185,3.79264E-03
1186,3.81622E-03
1187,3.84002E-03
1188,3.86291E-03
1189,3.88795E-03
1190,3.91265E-03
1191,3.93735E-03
1192,3.96111E-03
1193,3.98677E-03
1194,4.01156E-03
1195,4.03611E-03
1196,4.06122E-03
1197,4.08535E-03
1198,4.11138E-03
1199,4.13760E-03
1200,4.16320E-03
1201,4.18922E-03
1202,4.21581E-03
1203,4.24148E-03
1204,4.26811E-03
1205,4.29416E-03
1206,4.32130E-03
1207,4.34776E-03
1208,4.37514E-03
1209,4.40198E-03
1210,4.43011E-03
1211,4.45726E-03
1212,4.48476E-03
1213,4.51337E-03
1214,4.54196E-03
1215,4.56911E-03
1216,4.59786E-03
1217,4.62586E-03
1218,4.65634E-03
1219,4.68477E-03
1220,4.71414E-03
1221,4.74397E-03
1222,4.77277E-03
1223,4.80263E-03
1224,4.83269E-03
1225,4.86237E-03
1226,4.89248E-03
1227,4.92348E-03
1228,4.95360E-03
1229,4.98408E-03
1230,5.01622E-03
1231,5.04759E-03
1232,5.07863E-03
1233,5.10955E-03
1234,5.14286E-03
1235,5.17514E-03
1236,5.20721E-03
1237,5.23922E-03
1238,5.27127E-03
1239,5.30420E-03
1240,5.33802E-03
1241,5.37052E-03
1242,5.40386E-03
1243,5.43882E-03
1244,5.47201E-03
1245,5.50625E-03
1246,5.54118E-03
1247,5.57438E-03
1248,5.60931E-03
1249,5.64456E-03
1250,5.68067E-03
1251,5.71550E-03
1252,5.75130E-03
1253,5.78759E-03
1254,5.82273E-03
1255,5.85969E-03
1256,5.89630E-03
1257,5.93340E-03
1258,5.96996E-03
1259,6.00645E-03
1260,6.04499E-03
1261,6.08181E-03
1262,6.11998E-03
1263,6.15820E-03
1264,6.19710E-03
1265,6.23538E-03
1266,6.27400E-03
1267,6.31229E-03
1268,6.35192E-03
1269,6.39144E-03
1270,6.43202E-03
1271,6.47194E-03
1272,6.51201E-03
1273,6.55236E-03
1274,6.59473E-03
1275,6.63477E-03
1276,6.67560E-03
1277,6.71711E-03
1278,6.75871E-03
1279,6.80211E-03
1280,6.84406E-03
1281,6.88599E-03
1282,6.93058E-03
1283,6.97251E-03
1284,7.01657E-03
1285,7.06079E-03
1286,7.10369E-03
1287,7.14790E-03
1288,7.19294E-03
1289,7.23736E-03
1290,7.28208E-03
1291,7.32815E-03
1292,7.37330E-03
1293,7.42065E-03
1294,7.46687E-03
1295,7.51318E-03
1296,7.56012E-03
1297,7.60768E-03
1298,7.65426E-03
1299,7.70311E-03
1300,7.74891E-03
1301,7.79830E-03
1302,7.84655E-03
1303,7.89590E-03
1304,7.94432E-03
1305,7.99459E-03
1306,8.04453E-03
1307,8.09454E-03
1308,8.14473E-03
1309,8.19719E-03
1310,8.24797E-03
1311,8.29824E-03
1312,8.35128E-03
1313,8.40238E-03
1314,8.45426E-03
1315,8.50654E-03
1316,8.55898E-03
1317,8.61357E-03
1318,8.66768E-03
1319,8.72179E-03
1320,8.77632E-03
1321,8.82980E-03
1322,8.88659E-03
1323,8.94051E-03
1324,8.99529E-03
1325,9.05391E-03
1326,9.10860E-03
1327,9.16621E-03
1328,9.22307E-03
1329,9.28058E-03
1330,9.33787E-03
1331,9.39544E-03
1332,9.45443E-03
1333,9.51289E-03
1334,9.57347E-03
1335,9.63447E-03
1336,9.69315E-03
1337,9.75485E-03
1338,9.81549E-03
1339,9.87641E-03
1340,9.93626E-03
1341,9.99933E-03
1342,1.00621E-02
1343,1.01232E-02
1344,1.01874E-02
1345,1.02510E-02
1346,1.03131E-02
1347,1.03793E-02
1348,1.04437E-02
1349,1.05086E-02
1350,1.05748E-02
1351,1.06406E-02
1352,1.07058E-02
1353,1.07741E-02
1354,1.08410E-02
1355,1.09080E-02
1356,1.09766E-02
1357,1.10456E-02
1358,1.11143E-02
1359,1.11830E-02
1360,1.12519E-02
1361,1.13230E-02
1362,1.13926E-02
1363,1.14637E-02
1364,1.15353E-02
1365,1.16080E-02
1366,1.16783E-02
1367,1.17538E-02
1368,1.18264E-02
1369,1.18992E-02
1370,1.19758E-02
1371,1.20487E-02
1372,1.21230E-02
1373,1.21995E-02
1374,1.22745E-02
1375,1.23514E-02
1376,1.24288E-02
1377,1.25053E-02
1378,1.25852E-02
1379,1.26625E-02
1380,1.27428E-02
1381,1.28203E-02
1382,1.29015E-02
1383,1.29805E-02
1384,1.30625E-02
1385,1.31430E-02
1386,1.32256E-02
1387,1.33083E-02
1388,1.33902E-02
1389,1.34736E-02
1390,1.35578E-02
1391,1.36426E-02
1392,1.37286E-02
1393,1.38138E-02
1394,1.38975E-02
1395,1.39877E-02
1396,1.40735E-02
1397,1.41603E-02
1398,1.42498E-02
1399,1.43394E-02
1400,1.44282E-02
1401,1.45178E-02
1402,1.46093E-02
1403,1.46998E-02
1404,1.47912E-02
1405,1.48836E-02
1406,1.49761E-02
1407,1.50701E-02
1408,1.51632E-02
1409,1.52579E-02
1410,1.53530E-02
1411,1.54493E-02
1412,1.55451E-02
1413,1.56425E-02
1414,1.57407E-02
1415,1.58384E-02
1416,1.59364E-02
1417,1.60363E-02
1418,1.61347E-02
1419,1.62342E-02
1420,1.63383E-02
1421,1.64397E-02
1422,1.65412E-02
1423,1.66450E-02
1424,1.67488E-02
1425,1.68515E-02
1426,1.69598E-02
1427,1.70645E-02
1428,1.71694E-02
1429,1.72757E-02
1430,1.73852E-02
1431,1.74936E-02
1432,1.76014E-02
1433,1.77121E-02
1434,1.78209E-02
1435,1.79342E-02
1436,1.80457E-02
1437,1.81579E-02
1438,1.82694E-02
1439,1.83849E-02
1440,1.84987E-02
1441,1.86131E-02
1442,1.87326E-02
1443,1.88473E-02
1444,1.89643E-02
1445,1.90836E-02
1446,1.92018E-02
1447,1.93219E-02
1448,1.94426E-02
1449,1.95641E-02
1450,1.96862E-02
1451,1.98083E-02
1452,1.99333E-02
1453,2.00576E-02
1454,2.01814E-02
1455,2.03068E-02
1456,2.04338E-02
1457,2.05610E-02
1458,2.06881E-02
1459,2.08189E-02
1460,2.09491E-02
1461,2.10795E-02
1462,2.12094E-02
1463,2.13437E-02
1464,2.14761E-02
1465,2.16091E-02
1466,2.17428E-02
1467,2.18797E-02
1468,2.20130E-02
1469,2.21528E-02
1470,2.22907E-02
1471,2.24298E-02
1472,2.25705E-02
1473,2.27114E-02
1474,2.28541E-02
1475,2.29931E-02
1476,2.31369E-02
1477,2.32830E-02
1478,2.34269E-02
1479,2.35726E-02
1480,2.37210E-02
1481,2.38686E-02
1482,2.40171E-02
1483,2.41655E-02
1484,2.43188E-02
1485,2.44695E-02
1486,2.46218E-02
1487,2.47744E-02
1488,2.49291E-02
1489,2.50844E-02
1490,2.52424E-02
1491,2.54001E-02
1492,2.55567E-02
1493,2.57164E-02
1494,2.58771E-02
1495,2.60365E-02
1496,2.61983E-02
1497,2.63654E-02
1498,2.65262E-02
1499,2.66943E-02
1500,2.68603E-02
1501,2.70261E-02
1502,2.71957E-02
1503,2.73650E-02
1504,2.75360E-02
1505,2.77092E-02
1506,2.78786E-02
1507,2.80554E-02
1508,2.82286E-02
1509,2.84046E-02
1510,2.85814E-02
1511,2.87610E-02
1512,2.89384E-02
1513,2.91209E-02
1514,2.93020E-02
1515,2.94828E-02
1516,2.96667E-02
1517,2.98525E-02
1518,3.00385E-02
1519,3.02268E-02
1520,3.04134E-02
1521,3.06038E-02
1522,3.07945E-02
1523,3.09879E-02
1524,3.11793E-02
1525,3.13743E-02
1526,3.15672E-02
1527,3.17648E-02
1528,3.19642E-02
1529,3.21620E-02
1530,3.23644E-02
1531,3.25665E-02
1532,3.27682E-02
1533,3.29737E-02
1534,3.31781E-02
1535,3.33841E-02
1536,3.35944E-02
1537,3.38018E-02
1538,3.40142E-02
1539,3.42256E-02
1540,3.44392E-02
1541,3.46531E-02
1542,3.48697E-02
1543,3.50893E-02
1544,3.53071E-02
1545,3.55250E-02
1546,3.57466E-02
1547,3.59698E-02
1548,3.61979E-02
1549,3.64207E-02
1550,3.66452E-02
1551,3.68743E-02
1552,3.71063E-02
1553,3.73368E-02
1554,3.75684E-02
1555,3.78051E-02
1556,3.80416E-02
1557,3.82769E-02
1558,3.85126E-02
1559,3.87544E-02
1560,3.89967E-02
1561,3.92424E-02
1562,3.94848E-02
1563,3.97292E-02
1564,3.99777E-02
1565,4.02296E-02
1566,4.04771E-02
1567,4.07319E-02
1568,4.09842E-02
1569,4.12422E-02
1570,4.14983E-02
1571,4.17568E-02
1572,4.20148E-02
1573,4.22780E-02
1574,4.25394E-02
1575,4.28073E-02
1576,4.30731E-02
1577,4.33443E-02
1578,4.36120E-02
1579,4.38834E-02
1580,4.41583E-02
1581,4.44311E-02
1582,4.47124E-02
1583,4.49903E-02
1584,4.52704E-02
1585,4.55536E-02
1586,4.58351E-02
1587,4.61213E-02
1588,4.64075E-02
1589,4.66995E-02
1590,4.69867E-02
1591,4.72824E-02
1592,4.75793E-02
1593,4.78729E-02
1594,4.81694E-02
1595,4.84726E-02
1596,4.87727E-02
1597,4.90792E-02
1598,4.93844E-02
1599,4.96909E-02
1600,5.00031E-02
1601,5.03125E-02
1602,5.06280E-02
1603,5.09449E-02
1604,5.12601E-02
1605,5.15790E-02
1606,5.19015E-02
1607,5.22260E-02
1608,5.25490E-02
1609,5.28784E-02
1610,5.32090E-02
1611,5.35404E-02
1612,5.38722E-02
1613,5.42084E-02
1614,5.45462E-02
1615,5.48889E-02
1616,5.52278E-02
1617,5.55723E-02
1618,5.59193E-02
1619,5.62676E-02
1620,5.66193E-02
1621,5.69699E-02
1622,5.73286E-02
1623,5.76865E-02
1624,5.80448E-02
1625,5.84101E-02
1626,5.87700E-02
1627,5.91363E-02
1628,5.95029E-02
1629,5.98771E-02
1630,6.02527E-02
1631,6.06269E-02
1632,6.10039E-02
1633,6.13847E-02
1634,6.17671E-02
1635,6.21521E-02
1636,6.25396E-02
1637,6.29284E-02
1638,6.33223E-02
1639,6.37159E-02
1640,6.41124E-02
1641,6.45137E-02
1642,6.49152E-02
1643,6.53215E-02
1644,6.57281E-02
1645,6.61364E-02
1646,6.65488E-02
1647,6.69637E-02
1648,6.73822E-02
1649,6.77986E-02
1650,6.82254E-02
1651,6.86506E-02
1652,6.90764E-02
1653,6.95103E-02
1654,6.99407E-02
1655,7.03764E-02
1656,7.08157E-02
1657,7.12604E-02
1658,7.17028E-02
1659,7.21486E-02
1660,7.25985E-02
1661,7.30517E-02
1662,7.35038E-02
1663,7.39641E-02
1664,7.44285E-02
1665,7.48882E-02
1666,7.53542E-02
1667,7.58297E-02
1668,7.63004E-02
1669,7.67739E-02
1670,7.72491E-02
1671,7.77327E-02
1672,7.82222E-02
1673,7.87109E-02
1674,7.92011E-02
1675,7.96959E-02
1676,8.01897E-02
1677,8.06880E-02
1678,8.11923E-02
1679,8.16946E-02
1680,8.22068E-02
1681,8.27206E-02
1682,8.32358E-02
1683,8.37518E-02
1684,8.42774E-02
1685,8.47989E-02
1686,8.53293E-02
1687,8.58628E-02
1688,8.63965E-02
1689,8.69367E-02
1690,8.74818E-02
1691,8.80235E-02
1692,8.85721E-02
1693,8.91263E-02
1694,8.96786E-02
1695,9.02376E-02
1696,9.08022E-02
1697,9.13669E-02
1698,9.19353E-02
1699,9.25122E-02
1700,9.30865E-02
1701,9.36674E-02
1702,9.42529E-02
1703,9.48426E-02
1704,9.54281E-02
1705,9.60214E-02
1706,9.66226E-02
1707,9.72277E-02
1708,9.78293E-02
1709,9.84459E-02
1710,9.90579E-02
1711,9.96733E-02
1712,1.00297E-01
1713,1.00917E-01
1714,1.01547E-01
1715,1.02181E-01
1716,1.02818E-01
1717,1.03457E-01
1718,1.04110E-01
1719,1.04751E-01
1720,1.05408E-01
1721,1.06065E-01
1722,1.06729E-01
1723,1.07390E-01
1724,1.08061E-01
1725,1.08733E-01
1726,1.09408E-01
1727,1.10095E-01
1728,1.10777E-01
1729,1.11470E-01
1730,1.12165E-01
1731,1.12862E-01
1732,1.13568E-01
1733,1.14276E-01
1734,1.14987E-01
1735,1.15705E-01
1736,1.16427E-01
1737,1.17149E-01
1738,1.17887E-01
1739,1.18617E-01
1740,1.19356E-01
1741,1.20100E-01
1742,1.20848E-01
1743,1.21604E-01
1744,1.22359E-01
1745,1.23122E-01
1746,1.23892E-01
1747,1.24660E-01
1748,1.25442E-01
1749,1.26219E-01
1750,1.27011E-01
1751,1.27802E-01
1752,1.28598E-01
1753,1.29401E-01
1754,1.30209E-01
1755,1.31015E-01
1756,1.31832E-01
1757,1.32656E-01
1758,1.33483E-01
1759,1.34312E-01
1760,1.35152E-01
1761,1.35992E-01
1762,1.36844E-01
1763,1.37696E-01
1764,1.38552E-01
1765,1.39421E-01
1766,1.40280E-01
1767,1.41162E-01
1768,1.42039E-01
1769,1.42926E-01
1770,1.43818E-01
1771,1.44714E-01
1772,1.45619E-01
1773,1.46526E-01
1774,1.47436E-01
1775,1.48356E-01
1776,1.49283E-01
1777,1.50214E-01
1778,1.51149E-01
1779,1.52091E-01
1780,1.53041E-01
1781,1.53994E-01
1782,1.54957E-01
1783,1.55915E-01
1784,1.56895E-01
1785,1.57870E-01
1786,1.58856E-01
1787,1.59842E-01
1788,1.60839E-01
1789,1.61839E-01
1790,1.62852E-01
1791,1.63866E-01
1792,1.64891E-01
1793,1.65917E-01
1794,1.66951E-01
1795,1.67992E-01
1796,1.69038E-01
1797,1.70095E-01
1798,1.71157E-01
1799,1.72226E-01
1800,1.73295E-01
1801,1.74376E-01
1802,1.75458E-01
1803,1.76553E-01
1804,1.77659E-01
1805,1.78760E-01
1806,1.79878E-01
1807,1.80997E-01
1808,1.82127E-01
1809,1.83260E-01
1810,1.84403E-01
1811,1.85556E-01
1812,1.86713E-01
1813,1.87877E-01
1814,1.89046E-01
1815,1.90226E-01
1816,1.91414E-01
1817,1.92606E-01
1818,1.93808E-01
1819,1.95014E-01
1820,1.96228E-01
1821,1.97451E-01
1822,1.98684E-01
1823,1.99928E-01
1824,2.01168E-01
1825,2.02423E-01
1826,2.03682E-01
1827,2.04954E-01
1828,2.06231E-01
1829,2.07517E-01
1830,2.08807E-01
1831,2.10115E-01
1832,2.11419E-01
1833,2.12739E-01
1834,2.14065E-01
1835,2.15403E-01
1836,2.16743E-01
1837,2.18097E-01
1838,2.19457E-01
1839,2.20824E-01
1840,2.22204E-01
1841,2.23580E-01
1842,2.24983E-01
1843,2.26381E-01
1844,2.27798E-01
1845,2.29207E-01
1846,2.30643E-01
1847,2.32080E-01
1848,2.33528E-01
1849,2.34979E-01
1850,2.36445E-01
1851,2.37920E-01
1852,2.39406E-01
1853,2.40891E-01
1854,2.42395E-01
1855,2.43903E-01
1856,2.45432E-01
1857,2.46956E-01
1858,2.48490E-01
1859,2.50051E-01
1860,2.51611E-01
1861,2.53179E-01
1862,2.54754E-01
1863,2.56345E-01
1864,2.57939E-01
1865,2.59550E-01
1866,2.61158E-01
1867,2.62798E-01
1868,2.64431E-01
1869,2.66082E-01
1870,2.67740E-01
1871,2.69414E-01
1872,2.71089E-01
1873,2.72774E-01
1874,2.74480E-01
1875,2.76195E-01
1876,2.77910E-01
1877,2.79641E-01
1878,2.81383E-01
1879,2.83139E-01
1880,2.84905E-01
1881,2.86682E-01
1882,2.88468E-01
1883,2.90269E-01
1884,2.92076E-01
1885,2.93894E-01
1886,2.95727E-01
1887,2.97570E-01
1888,2.99434E-01
1889,3.01296E-01
1890,3.03168E-01
1891,3.05068E-01
1892,3.06962E-01
1893,3.08881E-01
1894,3.10804E-01
1895,3.12742E-01
1896,3.14689E-01
1897,3.16653E-01
1898,3.18628E-01
1899,3.20616E-01
1900,3.22612E-01
1901,3.24623E-01
1902,3.26654E-01
1903,3.28682E-01
1904,3.30737E-01
1905,3.32794E-01
1906,3.34869E-01
1907,3.36962E-01
1908,3.39053E-01
1909,3.41173E-01
1910,3.43300E-01
1911,3.45436E-01
1912,3.47588E-01
1913,3.49759E-01
1914,3.51943E-01
1915,3.54132E-01
1916,3.56341E-01
1917,3.58560E-01
1918,3.60797E-01
1919,3.63047E-01
1920,3.65307E-01
1921,3.67586E-01
1922,3.69879E-01
1923,3.72178E-01
1924,3.74496E-01
1925,3.76839E-01
1926,3.79183E-01
1927,3.81550E-01
1928,3.83929E-01
1929,3.86322E-01
1930,3.88730E-01
1931,3.91153E-01
1932,3.93594E-01
1933,3.96047E-01
1934,3.98506E-01
1935,4.00994E-01
1936,4.03503E-01
1937,4.06013E-01
1938,4.08540E-01
1939,4.11086E-01
1940,4.13654E-01
1941,4.16235E-01
1942,4.18828E-01
1943,4.21444E-01
1944,4.24065E-01
1945,4.26714E-01
1946,4.29374E-01
1947,4.32054E-01
1948,4.34742E-01
1949,4.37454E-01
1950,4.40184E-01
1951,4.42914E-01
1952,4.45681E-01
1953,4.48454E-01
1954,4.51254E-01
1955,4.54072E-01
1956,4.56898E-01
1957,4.59747E-01
1958,4.62611E-01
1959,4.65498E-01
1960,4.68397E-01
1961,4.71321E-01
1962,4.74254E-01
1963,4.77223E-01
1964,4.80196E-01
1965,4.83182E-01
1966,4.86190E-01
1967,4.89233E-01
1968,4.92286E-01
1969,4.95347E-01
1970,4.98430E-01
